1.46953,-1.20381,0.051035,1.26418,0.137482,-0.306507,0.414091,-0.140161,0.0626779,-0.369524,-0.175902,0.186299,-0.25947,-0.203492,-1.73756,0.305418,0.616959,-0.275088,0.836816,0.668961,0.440917,0.567865,0.919353,0.329346,0.71218,0.9603,0.575659,2.00609,0.175614,-0.72357
0.850402,-2.12063,0.671652,1.39662,-1.04893,-0.338552,1.47744,-0.974514,1.09685,0.402413,1.3517,1.14039,0.0349013,0.828464,-2.22218,-0.305409,0.130104,0.0266164,-0.349039,0.761581,-1.21485,0.733575,0.728391,-0.478082,1.46136,1.13741,-0.0832084,1.40576,-0.709417,-0.680171
0.162144,-1.84102,-0.0722218,-0.119542,0.788605,0.101788,0.0908564,-1.52392,0.38495,-0.310036,-0.096018,-0.8279,-0.268515,0.91914,-0.262641,-0.189531,1.39547,-0.669926,1.58311,1.44211,-2.38644,1.12844,-0.469891,1.33551,1.63263,-0.391839,2.37371,2.09258,-0.308855,-1.35379
1.09048,-1.04546,-0.16174,0.610671,-0.26129,-0.210009,0.23309,-0.0506247,-0.519031,0.0805887,0.0302691,0.329089,-0.135712,-0.144295,-1.92493,-0.637218,0.34155,0.0806938,1.08755,0.912862,-0.191721,0.710105,0.754718,0.666533,0.832858,0.544858,0.525511,1.73096,-0.399668,-1.16514
1.51961,-0.652783,0.121216,0.968597,-0.972087,0.763152,0.528833,-0.596415,0.542373,0.0517696,0.739269,1.23112,0.011073,0.709819,-2.06856,0.18595,0.504886,-1.42247,0.962355,0.943612,0.436301,0.239088,1.11836,0.571501,0.880141,0.593157,-0.267425,2.16642,-1.30596,-1.39166
0.651268,-0.38755,0.11309,0.923344,-0.180545,-0.405392,0.635393,-0.211306,-0.148041,0.507443,0.768398,0.651886,0.96914,0.287521,-1.15375,-0.464517,0.658994,0.172943,1.01979,0.319003,0.0765685,-0.143545,0.439336,0.660011,0.947045,-0.0360006,-0.371583,1.07232,-0.494406,-0.787963
0.96164,-0.537558,-0.226898,0.325281,-0.031731,0.293548,0.493137,-0.296053,0.318775,-0.0619711,0.304633,0.629569,0.201868,0.646061,-1.70096,-0.673699,0.650361,-0.334813,0.626753,0.672599,-0.267781,0.242447,0.795079,0.107354,0.603707,0.831199,0.045936,1.77965,-0.915086,-1.35027
0.542396,-1.33855,0.236241,0.907442,0.236133,-0.143062,0.90481,0.176169,-0.311455,-1.4606,1.4278,1.25759,2.54524,1.07713,-1.46169,0.394532,1.68594,-1.61575,1.02511,1.45054,-2.74676,-0.621959,0.913611,0.258726,2.89845,-0.337772,0.482919,2.10845,-1.40284,-1.3634
1.27193,-0.767496,-0.236352,0.942888,0.412269,-0.494206,0.452126,-0.456804,0.923462,-0.907915,-0.214922,0.492605,-0.485433,-0.508436,-1.52708,1.54137,0.120643,-0.910187,0.887959,0.957663,-1.51575,0.330222,2.21035,-0.0100759,0.862233,0.414481,1.11266,0.983016,-0.660589,-1.34743
1.28952,-1.26644,0.142461,1.1836,-0.446243,1.06572,0.876423,-1.50672,-0.836782,0.434537,0.550734,0.371436,0.341448,0.300054,-1.73332,-1.01884,0.179635,-0.635206,0.380037,-0.529721,-0.641728,0.503953,0.458125,0.335949,1.22741,0.849946,0.0203883,1.70949,-1.22146,-0.344995
